user_id ID,gender,province,education_level,employment_status,main_fintech_app,investment_type,loan_usage_purpose,outstanding_loan,financial_anxiety_score,digital_time_spent_per_day,income_clean,expense_clean,ewallet_spending_clean,age,Jumlah Rekening Penerima Pinjaman Aktif (entitas),Jumlah Dana yang Diberikan (Rp miliar),Jumlah Rekening Pemberi Pinjaman (akun),TWP 90%,Jumlah Penerima Pinjaman (akun),Outstanding Pinjaman (Rp miliar),Jumlah Penduduk (Ribu),PDRB (Ribu Rp),Urbanisasi (%)
U0496,Male,Nusa Tenggara Barat,Senior High School,Student,GoPay,Emas,Tidak Ada,0.0,5,8.8,4000001.0,4000001.0,500000.0,17,237629,1.14,6378.0,4.36,100966,827.06,5731.1,32282,62.7
U0497,Female,Jawa Tengah,Senior High School,Not Working,Akulaku,Reksadana,Gaya,15532754.0,2,2.9,2000000.0,2000000.0,500001.0,17,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
U0498,Male,DI Yogyakarta,Bachelor (S1)/Diploma IV,Not Working,LinkAja,Emas,Usaha,11378996.0,2,8.9,2000000.0,2000000.0,500001.0,20,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
U0499,Female,Sulawesi Tenggara,Postgraduate,Student,Akulaku,Kripto,Gaya,16439965.0,3,7.3,6000001.0,10000001.0,1000001.0,21,140184,0.27,529.0,1.44,69118,701.29,2836.7,67840,48.3
U0500,Female,Nusa Tenggara Barat,Senior High School,Private Employee,ShopeePay,Saham,Tidak Ada,0.0,2,6.6,4000001.0,4000001.0,500000.0,14,237629,1.14,6378.0,4.36,100966,827.06,5731.1,32282,62.7
U0501,Female,Sulawesi Tenggara,Bachelor (S1)/Diploma IV,Student,LinkAja,Emas,Konsumsi,4676116.0,5,6.8,2000000.0,2000000.0,1000001.0,19,140184,0.27,529.0,1.44,69118,701.29,2836.7,67840,48.3
U0502,Female,Sulawesi Selatan,Bachelor (S1)/Diploma IV,Entrepreneur,Akulaku,Saham,Tidak Ada,0.0,4,8.3,4000001.0,4000001.0,500001.0,19,609232,6.63,7617.0,1.67,354031,2038.05,9563.1,73573,59.6
U0503,Male,Maluku Utara,Senior High School,Others,GoPay,Kripto,Usaha,13081960.0,5,4.1,2000001.0,4000001.0,500000.0,28,54436,0.08,74.0,0.62,27649,242.69,1373.8,70660,30.6
U0504,Female,Kepulauan Bangka Belitung,Postgraduate,Student,Dana,Emas,Konsumsi,3524320.0,2,7.1,2000001.0,4000001.0,500001.0,22,103253,0.91,1080.0,1.6,54643,337.75,1550.8,70194,67.4
U0505,Female,Maluku Utara,Senior High School,Not Working,Kredivo,Emas,Tidak Ada,0.0,4,4.2,2000001.0,4000001.0,500000.0,21,54436,0.08,74.0,0.62,27649,242.69,1373.8,70660,30.6
U0506,Male,Kalimantan Barat,Junior High School,Private Employee,OVO,Saham,Pendidikan,16557419.0,5,7.4,15000000.0,15000000.0,500001.0,21,277057,4.73,4654.0,1.54,151011,855.65,5766.0,52703,47.9
U0507,Female,Sulawesi Tenggara,Bachelor (S1)/Diploma IV,Others,Dana,Emas,Konsumsi,11795417.0,1,8.6,2000000.0,2000000.0,500000.0,18,140184,0.27,529.0,1.44,69118,701.29,2836.7,67840,48.3
U0508,Female,Papua Barat,Senior High School,Civil Servant/BUMN,GoPay,Reksadana,Tidak Ada,0.0,1,7.4,6000001.0,10000001.0,500000.0,19,32690,0.15,97.0,1.32,17755,89.41,587.6,131636,44.4
U0509,Female,Riau,Bachelor (S1)/Diploma IV,Entrepreneur,GoPay,Reksadana,Tidak Ada,0.0,4,8.5,6000001.0,10000001.0,1000001.0,18,542854,4.45,4273.0,1.66,282437,1565.78,2213.5,165350,41.8
U0510,Female,Papua,Bachelor (S1)/Diploma IV,Student,LinkAja,Emas,Tidak Ada,0.0,4,5.2,2000000.0,2000000.0,500000.0,15,75024,0.52,343.0,1.17,39157,221.27,636.4,59064,41.5
U0511,Female,Sumatera Barat,Junior High School,Student,Dana,Reksadana,Tidak Ada,0.0,4,6.8,2000000.0,2000000.0,500000.0,15,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
U0512,Male,Sulawesi Tengah,Bachelor (S1)/Diploma IV,Student,OVO,Saham,Tidak Ada,0.0,1,6.4,2000001.0,10000001.0,500001.0,16,177868,0.64,665.0,1.54,77106,598.93,3156.1,120750,43.1
U0513,Female,Lampung,Senior High School,Others,GoPay,Saham,Konsumsi,2796397.0,5,6.2,6000001.0,10000001.0,500001.0,13,530899,5.15,4033.0,2.81,284856,1455.8,9522.9,51370,42.4
U0514,Female,Sumatera Selatan,Senior High School,Entrepreneur,Akulaku,Reksadana,Pendidikan,18825056.0,4,5.0,10000001.0,6000001.0,1000001.0,28,577990,8.6,4120.0,2.66,334613,1728.24,8928.5,75132,40.1
U0515,Male,Banten,Diploma I/II/III,Not Working,LinkAja,Reksadana,Tidak Ada,0.0,1,5.9,2000000.0,2000000.0,500001.0,24,1742274,601.94,83677.0,2.73,1244263,6226.21,12537.4,70276,84.9
U0516,Male,Kalimantan Utara,Bachelor (S1)/Diploma IV,Not Working,Kredivo,Emas,Pendidikan,10022517.0,4,4.2,2000000.0,2000000.0,1000001.0,28,39135,0.15,84.0,3.08,20761,133.66,749.4,198429,58.4
U0517,Male,Sulawesi Barat,Elementary School,Student,LinkAja,Emas,Tidak Ada,0.0,4,2.8,2000000.0,2000000.0,500001.0,17,57874,0.12,247.0,1.19,25633,230.51,1525.3,42718,23.1
U0518,Female,Jawa Tengah,Senior High School,Student,OVO,Reksadana,Tidak Ada,0.0,4,5.2,2000001.0,4000001.0,500000.0,14,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
U0519,Female,Jambi,Diploma I/II/III,Student,Kredivo,Emas,Pendidikan,1500778.0,1,8.6,2000000.0,2000000.0,500000.0,23,273264,1.06,1251.0,2.16,136402,864.3,3768.5,86722,38.2
U0520,Male,Sulawesi Utara,Diploma I/II/III,Student,GoPay,Saham,Tidak Ada,0.0,5,7.6,10000001.0,6000001.0,500001.0,13,269034,0.78,1493.0,1.35,152307,976.3,2721.4,69352,68.7
U0521,Female,Kalimantan Barat,Diploma I/II/III,Student,Dana,Kripto,Gaya,16235042.0,1,3.9,2000001.0,4000001.0,500001.0,27,277057,4.73,4654.0,1.54,151011,855.65,5766.0,52703,47.9
U0522,Male,Nusa Tenggara Barat,Junior High School,Civil Servant/BUMN,OVO,Emas,Usaha,16233161.0,1,6.0,4000001.0,4000001.0,1000001.0,13,237629,1.14,6378.0,4.36,100966,827.06,5731.1,32282,62.7
U0523,Female,Nusa Tenggara Barat,Senior High School,Student,OVO,Kripto,Tidak Ada,0.0,4,8.7,2000001.0,4000001.0,500001.0,21,237629,1.14,6378.0,4.36,100966,827.06,5731.1,32282,62.7
U0524,Female,Sumatera Utara,Senior High School,Student,Kredivo,Saham,Usaha,11760933.0,3,5.9,2000000.0,2000000.0,500001.0,26,1036941,26.54,26205.0,1.55,650944,3078.85,15785.8,73575,68.1
U0525,Female,Kepulauan Riau,Bachelor (S1)/Diploma IV,Student,Akulaku,Reksadana,Konsumsi,3498277.0,3,3.5,2000000.0,2000000.0,500000.0,19,309076,7.83,9212.0,1.8,180411,993.02,10678.0,161424,85.3
U0526,Male,Jawa Barat,Senior High School,Student,GoPay,Reksadana,Gaya,7688884.0,3,12.6,2000000.0,2000000.0,500000.0,23,6818787,251.24,143127.0,3.41,4705372,20751.93,50759.0,56080,89.3
U0527,Male,Jawa Tengah,Senior High School,Others,Kredivo,Emas,Tidak Ada,0.0,1,6.6,2000001.0,4000001.0,500001.0,23,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
U0528,Male,DKI Jakarta,Postgraduate,Entrepreneur,GoPay,Saham,Tidak Ada,0.0,4,4.1,10000001.0,6000001.0,500001.0,22,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
U0529,Male,Nusa Tenggara Timur,Elementary School,Others,Dana,Kripto,Tidak Ada,0.0,3,7.4,2000001.0,4000001.0,500001.0,15,226040,0.72,8249.0,1.41,74766,753.13,5742.6,24272,34.6
U0530,Female,Papua Tengah,Postgraduate,Civil Servant/BUMN,ShopeePay,Saham,Tidak Ada,0.0,2,6.8,2000001.0,6000001.0,500000.0,19,10736,1.7,2214.0,0.99,8184,27.6,1073.6,118774,58.4
U0531,Female,Sulawesi Tengah,Diploma I/II/III,Student,ShopeePay,Reksadana,Pendidikan,7139070.0,2,3.1,2000000.0,2000000.0,500001.0,22,177868,0.64,665.0,1.54,77106,598.93,3156.1,120750,43.1
U0532,Female,DI Yogyakarta,Bachelor (S1)/Diploma IV,Entrepreneur,LinkAja,Saham,Tidak Ada,0.0,2,7.2,4000001.0,4000001.0,1000001.0,18,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
U0533,Female,Kalimantan Utara,Senior High School,Student,GoPay,Reksadana,Tidak Ada,0.0,5,9.5,2000001.0,4000001.0,500000.0,16,39135,0.15,84.0,3.08,20761,133.66,749.4,198429,58.4
U0534,Female,Aceh,Elementary School,Student,LinkAja,Emas,Tidak Ada,19388793.0,4,6.4,2000000.0,2000000.0,500001.0,23,102897,1.63,615.0,0.82,70593,196.9,5626.0,43782,43.2
U0535,Female,Kalimantan Selatan,Diploma I/II/III,Student,Kredivo,No Investment,Konsumsi,4129331.0,1,1.8,2000000.0,2000000.0,3000000.0,20,336953,2.29,2214.0,2.0,190913,958.78,4323.3,67117,59.8
U0536,Female,Kalimantan Timur,Bachelor (S1)/Diploma IV,Student,Akulaku,Saham,Tidak Ada,0.0,1,7.9,2000000.0,2000000.0,500001.0,26,453429,6.55,1311.0,1.94,266429,1309.86,4267.6,212175,77.7
U0537,Female,Nusa Tenggara Timur,Diploma I/II/III,Student,Dana,Reksadana,Tidak Ada,0.0,4,8.5,2000000.0,2000000.0,500001.0,25,226040,0.72,8249.0,1.41,74766,753.13,5742.6,24272,34.6
U0538,Male,Nusa Tenggara Barat,Junior High School,Student,GoPay,Reksadana,Tidak Ada,4129331.0,5,5.5,2000000.0,4000001.0,500000.0,17,237629,1.14,6378.0,4.36,100966,827.06,5731.1,32282,62.7
U0539,Male,Jawa Barat,Bachelor (S1)/Diploma IV,Private Employee,GoPay,No Investment,Tidak Ada,0.0,4,5.6,6000001.0,10000001.0,500001.0,25,6818787,251.24,143127.0,3.41,4705372,20751.93,50759.0,56080,89.3
U0540,Male,Sulawesi Tenggara,Bachelor (S1)/Diploma IV,Student,Kredivo,No Investment,Gaya,7369001.0,5,12.6,2000000.0,2000000.0,500000.0,19,140184,0.27,529.0,1.44,69118,701.29,2836.7,67840,48.3
U0541,Female,Sulawesi Tenggara,Diploma I/II/III,Student,OVO,Saham,Tidak Ada,0.0,3,5.4,2000000.0,2000000.0,3000000.0,16,140184,0.27,529.0,1.44,69118,701.29,2836.7,67840,48.3
U0542,Female,Papua Barat,Bachelor (S1)/Diploma IV,Entrepreneur,Akulaku,Emas,Gaya,6459417.0,3,4.2,15000000.0,15000000.0,1000001.0,26,32690,0.15,97.0,1.32,17755,89.41,587.6,131636,44.4
U0543,Male,Nusa Tenggara Timur,Bachelor (S1)/Diploma IV,Student,OVO,Saham,Konsumsi,19240037.0,5,7.1,2000000.0,2000000.0,1000001.0,18,226040,0.72,8249.0,1.41,74766,753.13,5742.6,24272,34.6
U0544,Female,Sulawesi Tenggara,Diploma I/II/III,Student,Akulaku,Kripto,Tidak Ada,0.0,4,8.4,4000001.0,4000001.0,1000001.0,23,140184,0.27,529.0,1.44,69118,701.29,2836.7,67840,48.3
U0545,Female,Papua Selatan,Junior High School,Not Working,ShopeePay,Kripto,Gaya,19717558.0,3,8.3,2000000.0,2000000.0,500001.0,13,6267,1.7,2214.0,1.24,3118,14.24,1492.3,61583,58.4
U0546,Male,Sulawesi Tengah,Senior High School,Student,GoPay,Reksadana,Tidak Ada,0.0,4,1.0,2000000.0,2000000.0,500001.0,19,177868,0.64,665.0,1.54,77106,598.93,3156.1,120750,43.1
U0547,Male,Papua Tengah,Junior High School,Student,Akulaku,Reksadana,Gaya,6213949.0,3,5.3,2000001.0,4000001.0,1000001.0,15,10736,1.7,2214.0,0.99,8184,27.6,1073.6,118774,58.4
U0548,Female,Papua,Senior High School,Civil Servant/BUMN,OVO,Kripto,Usaha,12715350.0,4,9.9,6000001.0,10000001.0,3000000.0,18,75024,0.52,343.0,1.17,39157,221.27,636.4,59064,41.5
U0549,Female,Papua Tengah,Senior High School,Student,OVO,Reksadana,Konsumsi,2786113.0,4,7.8,2000001.0,4000001.0,500001.0,27,10736,1.7,2214.0,0.99,8184,27.6,1073.6,118774,58.4
U0550,Female,Banten,Junior High School,Private Employee,LinkAja,Saham,Pendidikan,16446856.0,2,3.9,4000001.0,4000001.0,3000000.0,17,1742274,601.94,83677.0,2.73,1244263,6226.21,12537.4,70276,84.9
U0551,Female,Papua Barat Daya,Senior High School,Entrepreneur,Kredivo,Reksadana,Konsumsi,13428171.0,5,10.1,2000001.0,4000001.0,500001.0,13,11793,1.7,1.0,0.88,5691,24.05,1484.9,59064,58.4
U0552,Female,Jawa Tengah,Junior High School,Student,ShopeePay,Saham,Konsumsi,13510965.0,1,9.4,2000000.0,2000000.0,500001.0,18,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
U0553,Female,Kalimantan Timur,Bachelor (S1)/Diploma IV,Private Employee,OVO,Saham,Tidak Ada,0.0,5,6.3,4000001.0,4000001.0,500001.0,15,453429,6.55,1311.0,1.94,266429,1309.86,4267.6,212175,77.7
U0554,Female,Kalimantan Selatan,Bachelor (S1)/Diploma IV,Private Employee,LinkAja,Reksadana,Konsumsi,4107838.0,4,9.2,10000001.0,6000001.0,500000.0,14,336953,2.29,2214.0,2.0,190913,958.78,4323.3,67117,59.8
U0555,Female,Banten,Junior High School,Student,LinkAja,Saham,Pendidikan,12118694.0,4,12.0,2000000.0,2000000.0,500000.0,24,1742274,601.94,83677.0,2.73,1244263,6226.21,12537.4,70276,84.9
U0556,Male,Sulawesi Tenggara,Postgraduate,Private Employee,GoPay,Reksadana,Gaya,1058867.0,5,20.0,15000000.0,15000000.0,500000.0,24,140184,0.27,529.0,1.44,69118,701.29,2836.7,67840,48.3
U0557,Male,Papua Tengah,Senior High School,Student,LinkAja,Saham,Tidak Ada,0.0,4,8.4,6000001.0,10000001.0,500001.0,18,10736,1.7,2214.0,0.99,8184,27.6,1073.6,118774,58.4
U0558,Male,Lampung,Senior High School,Civil Servant/BUMN,Akulaku,Reksadana,Konsumsi,3269067.0,3,12.0,4000001.0,4000001.0,500001.0,21,530899,5.15,4033.0,2.81,284856,1455.8,9522.9,51370,42.4
U0559,Female,Kalimantan Selatan,Junior High School,Student,Dana,Saham,Tidak Ada,0.0,4,8.6,2000000.0,2000000.0,500001.0,14,336953,2.29,2214.0,2.0,190913,958.78,4323.3,67117,59.8
U0560,Female,Kalimantan Tengah,Senior High School,Civil Servant/BUMN,Akulaku,Reksadana,Tidak Ada,0.0,5,5.1,10000001.0,6000001.0,3000000.0,14,162309,0.45,506.0,1.49,90470,488.58,2845.0,79320,52.9
U0561,Female,Sulawesi Tengah,Bachelor (S1)/Diploma IV,Student,ShopeePay,Emas,Konsumsi,17068366.0,5,7.6,6000001.0,10000001.0,500001.0,21,177868,0.64,665.0,1.54,77106,598.93,3156.1,120750,43.1
U0562,Male,Kalimantan Tengah,Diploma I/II/III,Entrepreneur,OVO,Kripto,Pendidikan,7365521.0,5,10.4,6000001.0,10000001.0,500001.0,23,162309,0.45,506.0,1.49,90470,488.58,2845.0,79320,52.9
U0563,Male,Sulawesi Utara,Junior High School,Student,OVO,Reksadana,Tidak Ada,0.0,2,4.5,2000000.0,2000000.0,500000.0,15,269034,0.78,1493.0,1.35,152307,976.3,2721.4,69352,68.7
U0564,Male,Aceh,Junior High School,Civil Servant/BUMN,Dana,No Investment,Tidak Ada,0.0,2,6.9,6000001.0,10000001.0,500000.0,23,102897,1.63,615.0,0.82,70593,196.9,5626.0,43782,43.2
U0565,Male,Sumatera Selatan,Senior High School,Civil Servant/BUMN,LinkAja,Reksadana,Tidak Ada,0.0,2,6.4,6000001.0,10000001.0,1000001.0,15,577990,8.6,4120.0,2.66,334613,1728.24,8928.5,75132,40.1
U0566,Female,Kalimantan Timur,Senior High School,Private Employee,GoPay,Saham,Konsumsi,17317967.0,2,5.4,2000001.0,4000001.0,500001.0,20,453429,6.55,1311.0,1.94,266429,1309.86,4267.6,212175,77.7
U0567,Male,Kalimantan Timur,Senior High School,Private Employee,LinkAja,Reksadana,Usaha,18526463.0,2,7.6,6000001.0,10000001.0,1000001.0,17,453429,6.55,1311.0,1.94,266429,1309.86,4267.6,212175,77.7
U0568,Male,Kalimantan Timur,Senior High School,Private Employee,GoPay,Reksadana,Gaya,3679249.0,2,6.7,2000001.0,4000001.0,500000.0,26,453429,6.55,1311.0,1.94,266429,1309.86,4267.6,212175,77.7
U0569,Female,Maluku Utara,Bachelor (S1)/Diploma IV,Entrepreneur,OVO,No Investment,Konsumsi,4129331.0,2,8.6,2000000.0,2000000.0,500001.0,17,54436,0.08,74.0,0.62,27649,242.69,1373.8,70660,30.6
U0570,Male,Sulawesi Barat,Bachelor (S1)/Diploma IV,Not Working,Kredivo,Reksadana,Usaha,7211971.0,5,9.9,2000000.0,2000000.0,500000.0,20,57874,0.12,247.0,1.19,25633,230.51,1525.3,42718,23.1
U0571,Female,Jawa Tengah,Senior High School,Student,Akulaku,Reksadana,Tidak Ada,0.0,1,3.8,2000000.0,2000000.0,500000.0,18,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
U0572,Female,Nusa Tenggara Barat,Bachelor (S1)/Diploma IV,Private Employee,LinkAja,Reksadana,Pendidikan,9928143.0,2,7.2,4000001.0,4000001.0,500000.0,25,237629,1.14,6378.0,4.36,100966,827.06,5731.1,32282,62.7
U0573,Male,Kalimantan Timur,Senior High School,Entrepreneur,OVO,No Investment,Tidak Ada,0.0,5,6.9,6000001.0,10000001.0,500000.0,16,453429,6.55,1311.0,1.94,266429,1309.86,4267.6,212175,77.7
U0574,Female,Jawa Timur,Senior High School,Others,GoPay,Emas,Tidak Ada,0.0,1,7.5,2000001.0,4000001.0,500001.0,14,3048079,132.94,44643.0,3.29,1895275,10417.68,42089.3,75770,66.7
U0575,Female,Papua Barat,Senior High School,Not Working,GoPay,Saham,Pendidikan,6184054.0,2,7.0,2000000.0,2000000.0,500000.0,24,32690,0.15,97.0,1.32,17755,89.41,587.6,131636,44.4
U0576,Female,Kalimantan Tengah,Diploma I/II/III,Student,Dana,Emas,Tidak Ada,0.0,1,4.5,2000000.0,2000000.0,3000000.0,26,162309,0.45,506.0,1.49,90470,488.58,2845.0,79320,52.9
U0577,Male,Kalimantan Timur,Postgraduate,Student,GoPay,Reksadana,Konsumsi,19561518.0,1,10.6,6000001.0,10000001.0,500001.0,28,453429,6.55,1311.0,1.94,266429,1309.86,4267.6,212175,77.7
U0578,Female,Sulawesi Selatan,Diploma I/II/III,Civil Servant/BUMN,GoPay,Emas,Tidak Ada,0.0,3,11.7,4000001.0,4000001.0,500000.0,17,609232,6.63,7617.0,1.67,354031,2038.05,9563.1,73573,59.6
U0579,Male,Nusa Tenggara Barat,Senior High School,Private Employee,LinkAja,Emas,Konsumsi,16635277.0,4,8.4,4000001.0,4000001.0,500000.0,18,237629,1.14,6378.0,4.36,100966,827.06,5731.1,32282,62.7
U0580,Male,Kalimantan Utara,Diploma I/II/III,Civil Servant/BUMN,Kredivo,Saham,Konsumsi,18074850.0,3,8.5,6000001.0,10000001.0,500001.0,18,39135,0.15,84.0,3.08,20761,133.66,749.4,198429,58.4
U0581,Male,Bengkulu,Junior High School,Civil Servant/BUMN,Kredivo,Emas,Tidak Ada,0.0,1,7.3,15000000.0,15000000.0,500000.0,24,138784,0.36,358.0,1.75,68108,478.3,2138.0,49233,35.6
U0582,Female,Kalimantan Barat,Bachelor (S1)/Diploma IV,Entrepreneur,Akulaku,Saham,Usaha,17648767.0,5,9.4,4000001.0,4000001.0,1000001.0,21,277057,4.73,4654.0,1.54,151011,855.65,5766.0,52703,47.9
U0583,Male,Sulawesi Selatan,Senior High School,Student,Akulaku,Saham,Tidak Ada,0.0,2,1.0,2000001.0,4000001.0,3000000.0,18,609232,6.63,7617.0,1.67,354031,2038.05,9563.1,73573,59.6
U0584,Male,Sumatera Selatan,Senior High School,Not Working,LinkAja,Saham,Pendidikan,4669895.0,4,7.0,2000001.0,4000001.0,500000.0,19,577990,8.6,4120.0,2.66,334613,1728.24,8928.5,75132,40.1
U0585,Female,Sulawesi Selatan,Senior High School,Civil Servant/BUMN,OVO,Emas,Pendidikan,12124533.0,2,5.6,6000001.0,10000001.0,500001.0,13,609232,6.63,7617.0,1.67,354031,2038.05,9563.1,73573,59.6
U0586,Male,Kepulauan Bangka Belitung,Diploma I/II/III,Student,ShopeePay,Saham,Gaya,9979821.0,5,7.4,2000000.0,2000000.0,500000.0,25,103253,0.91,1080.0,1.6,54643,337.75,1550.8,70194,67.4
U0587,Male,Maluku,Junior High School,Civil Servant/BUMN,Dana,Kripto,Usaha,10804562.0,4,9.7,6000001.0,10000001.0,500001.0,16,64468,0.2,117.0,0.84,32951,231.36,1970.6,32198,42.1
U0588,Male,Kalimantan Tengah,Diploma I/II/III,Entrepreneur,GoPay,Emas,Pendidikan,6708623.0,3,7.0,2000001.0,4000001.0,500001.0,21,162309,0.45,506.0,1.49,90470,488.58,2845.0,79320,52.9
U0589,Male,Sulawesi Tengah,Senior High School,Student,LinkAja,Saham,Tidak Ada,0.0,1,6.1,2000000.0,2000000.0,500000.0,20,177868,0.64,665.0,1.54,77106,598.93,3156.1,120750,43.1
U0590,Male,Jawa Tengah,Diploma I/II/III,Student,Kredivo,Kripto,Tidak Ada,0.0,5,3.5,2000001.0,4000001.0,500000.0,16,2637739,29.46,59501.0,2.77,1553694,6962.05,38233.9,47972,60.8
U0591,Male,Kalimantan Timur,Bachelor (S1)/Diploma IV,Others,Akulaku,Saham,Tidak Ada,0.0,1,6.7,2000000.0,2000000.0,500001.0,16,453429,6.55,1311.0,1.94,266429,1309.86,4267.6,212175,77.7
U0592,Female,Kalimantan Barat,Bachelor (S1)/Diploma IV,Student,GoPay,No Investment,Tidak Ada,0.0,1,8.7,2000001.0,4000001.0,500001.0,13,277057,4.73,4654.0,1.54,151011,855.65,5766.0,52703,47.9
U0593,Male,Papua Selatan,Senior High School,Private Employee,Dana,Reksadana,Pendidikan,4507374.0,2,4.9,2000000.0,2000000.0,500000.0,26,6267,1.7,2214.0,1.24,3118,14.24,1492.3,61583,58.4
U0594,Male,Sulawesi Tenggara,Senior High School,Private Employee,Dana,Kripto,Tidak Ada,0.0,5,2.0,6000001.0,4000001.0,500001.0,26,140184,0.27,529.0,1.44,69118,701.29,2836.7,67840,48.3
U0595,Female,Bali,Junior High School,Civil Servant/BUMN,LinkAja,No Investment,Pendidikan,655647.0,1,12.7,6000001.0,10000001.0,500001.0,16,427124,18.54,8469.0,1.13,260541,1781.63,2836.7,67319,81.2
U0596,Male,Sulawesi Tenggara,Bachelor (S1)/Diploma IV,Private Employee,Akulaku,Emas,Tidak Ada,0.0,3,7.8,2000001.0,4000001.0,1000001.0,18,140184,0.27,529.0,1.44,69118,701.29,2836.7,67840,48.3
U0597,Female,Sumatera Utara,Senior High School,Student,Kredivo,Saham,Usaha,12468953.0,4,6.4,2000000.0,2000000.0,500000.0,23,1036941,26.54,26205.0,1.55,650944,3078.85,15785.8,73575,68.1
U0598,Male,Sulawesi Utara,Senior High School,Private Employee,ShopeePay,Saham,Tidak Ada,0.0,5,10.5,15000000.0,15000000.0,1000001.0,27,269034,0.78,1493.0,1.35,152307,976.3,2721.4,69352,68.7
U0599,Male,Sumatera Selatan,Senior High School,Student,Akulaku,Reksadana,Tidak Ada,0.0,2,7.4,2000000.0,2000000.0,500001.0,27,577990,8.6,4120.0,2.66,334613,1728.24,8928.5,75132,40.1
U0600,Male,DKI Jakarta,Junior High School,Private Employee,Kredivo,Reksadana,Tidak Ada,0.0,5,10.3,2000001.0,4000001.0,500000.0,14,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
U0601,Male,Papua Barat Daya,Diploma I/II/III,Student,OVO,Kripto,Tidak Ada,0.0,2,10.1,2000000.0,2000000.0,500001.0,24,11793,1.7,1.0,0.88,5691,24.05,1484.9,59064,58.4
U0602,Male,Sumatera Selatan,Junior High School,Private Employee,ShopeePay,Saham,Tidak Ada,0.0,4,3.8,6000001.0,10000001.0,500001.0,22,577990,8.6,4120.0,2.66,334613,1728.24,8928.5,75132,40.1
U0603,Male,DKI Jakarta,Diploma I/II/III,Student,OVO,Emas,Tidak Ada,0.0,3,8.1,2000000.0,2000000.0,3000000.0,24,2708907,20964.0,9272715.0,3.56,2324200,12838.89,10678.0,344350,100.0
U0604,Male,DI Yogyakarta,Senior High School,Student,Akulaku,Saham,Usaha,12542059.0,1,11.3,2000000.0,2000000.0,500000.0,21,394247,7.26,8228.0,3.31,240062,1207.31,3781.5,51473,84.1
U0605,Male,Sumatera Utara,Elementary School,Student,Akulaku,Saham,Pendidikan,12961289.0,5,4.5,2000000.0,2000000.0,500001.0,27,1036941,26.54,26205.0,1.55,650944,3078.85,15785.8,73575,68.1
U0606,Male,Sumatera Barat,Senior High School,Student,GoPay,Emas,Tidak Ada,4129331.0,2,4.5,2000000.0,2000000.0,500001.0,19,400529,1.77,9358.0,2.4,198642,1398.91,5914.3,57047,63.8
U0607,Male,Papua Tengah,Elementary School,Entrepreneur,GoPay,Reksadana,Konsumsi,1630127.0,4,5.0,4000001.0,4000001.0,3000000.0,27,10736,1.7,2214.0,0.99,8184,27.6,1073.6,118774,58.4
U0608,Male,Papua Barat,Senior High School,Student,ShopeePay,Saham,Gaya,6960284.0,1,9.2,2000000.0,2000000.0,500001.0,15,32690,0.15,97.0,1.32,17755,89.41,587.6,131636,44.4
U0609,Male,Kalimantan Utara,Diploma I/II/III,Not Working,Dana,Reksadana,Gaya,12630504.0,4,7.7,2000001.0,4000001.0,3000000.0,24,39135,0.15,84.0,3.08,20761,133.66,749.4,198429,58.4
U0610,Female,Nusa Tenggara Timur,Junior High School,Others,Dana,Kripto,Gaya,18228926.0,3,2.2,2000000.0,2000000.0,3000000.0,19,226040,0.72,8249.0,1.41,74766,753.13,5742.6,24272,34.6
U0611,Male,Nusa Tenggara Barat,Bachelor (S1)/Diploma IV,Private Employee,Dana,Emas,Tidak Ada,0.0,1,7.9,4000001.0,4000001.0,500000.0,14,237629,1.14,6378.0,4.36,100966,827.06,5731.1,32282,62.7
U0612,Female,Kalimantan Utara,Elementary School,Student,OVO,Reksadana,Tidak Ada,0.0,1,6.4,2000000.0,2000000.0,1000001.0,17,39135,0.15,84.0,3.08,20761,133.66,749.4,198429,58.4
U0613,Female,Papua Tengah,Senior High School,Student,LinkAja,Emas,Konsumsi,4807427.0,1,17.0,6000001.0,10000001.0,3000000.0,19,10736,1.7,2214.0,0.99,8184,27.6,1073.6,118774,58.4
U0614,Male,Aceh,Diploma I/II/III,Entrepreneur,Akulaku,No Investment,Pendidikan,14412274.0,2,4.9,15000000.0,15000000.0,500000.0,22,102897,1.63,615.0,0.82,70593,196.9,5626.0,43782,43.2
U0615,Female,Papua Pegunungan,Senior High School,Student,Dana,No Investment,Usaha,18574543.0,1,7.9,2000001.0,4000001.0,500001.0,22,2410,1.7,2214.0,0.9,998,4.9,549.7,18105,58.4
